L	H	y
5656	6	123.089221985187
1923	6	69.3942835992105
3835	49	144.721068933969
4125	2	118.287861223363
4961	11	124.024079558755
1281	39	63.5298774095812
3925	35	68.2343668878589
5914	1	100.213938690316
301	41	76.7334633159481
1674	18	137.948114086839
5558	3	39.6696181481456
851	19	147.729509089766
1541	44	112.716842422524
614	20	94.6828670312746
4270	33	108.440138889047
4063	8	83.0629914050772
881	32	139.808748781061
5276	5	141.620754653416
4882	13	128.998883482791
3536	16	109.213894016527
214	24	75.0674577654971
3341	31	95.2213748907161
58	15	85.4486169142732
3126	33	57.6516071517496
2340	11	79.7309509059265
2757	35	159.448335054535
3559	28	133.680259243755
3176	43	123.135866835026
6075	24	147.577093194064
1480	25	89.2341800961633
3934	15	130.429162529952
2333	40	75.2651213417976
155	42	106.567048768403
925	43	89.6833873564683
2820	7	79.6763131427155
680	40	85.6471605891819
1524	30	64.1844175392413
952	2	72.7021283693208
3929	49	56.2821598429399
422	25	84.0410281787021
5280	25	125.920085902794
4969	25	103.885898573131
5530	9	51.8673713271667
5664	24	105.585010466466
4724	40	149.039373851325
2729	27	64.8069193283401
1404	32	105.803602947292
4797	46	105.413180540991
5827	12	101.75308857434
3441	15	115.342509622319
3665	44	36.0944329316379
5234	13	81.4221769877126
2023	46	70.9663942033319
262	17	62.7359943237526
2524	6	90.8482149789285
2773	37	80.2258100675768
1856	36	129.91365225663
463	5	87.4453182550746
5835	24	83.6164363302202
5265	36	61.7376635488824
515	15	79.001057333131
2170	38	107.261432328602
4490	31	61.0484115628178
843	30	107.721153465389
1604	7	166.697611025749
5283	47	122.818318094883
95	12	167.076023694835
1798	13	134.398387365474
1220	7	186.699138696331
2134	19	191.437790920482
3047	40	140.825180021502
3230	45	41.3822866659775
1167	4	154.035633288976
5442	35	85.281529108902
2413	31	107.22091301757
5947	10	72.0162023227418
767	5	68.6933208439209
3580	33	124.351039151007
1443	19	111.856993824826
2045	4	85.759701988036
1679	50	130.611596743358
3187	44	103.314040802243
4876	6	82.6970806108165
694	29	106.551389875754
2718	34	98.0685774375596
2716	26	55.2362347129042
5315	38	116.708033832604
399	39	28.3807059532738
1026	16	112.771578939474
1526	46	85.8015291515189
5996	12	79.9123474720741
432	14	115.146920231565
5545	22	118.713830412972
4371	20	115.177316393124
1858	37	113.778277468615
4295	44	99.3744331815981
3834	36	62.3042695734782
2329	3	168.148644798475
3778	22	63.4525042683513
4353	41	106.711349147973
894	32	96.6588798988859
3650	49	89.5662729220913
6098	25	139.042384433487
601	32	54.3471782640487
5161	36	65.9777651757385
5229	35	108.934574730284
1260	34	102.016282372897
656	5	116.94094107918
1622	41	62.4686997960472
5943	4	143.538368249165
4157	29	40.6914262509234
4479	25	76.7883495454629
2503	13	95.4135327119729
1509	51	185.996671585742
3245	50	55.287022611962
2576	50	50.8640398489779
387	16	81.8889325721727
1262	5	58.6434559139133
391	18	115.662921301843
6098	8	132.487852253818
4695	16	95.4814970265069
4453	43	72.4971609213973
756	8	101.912196361162
4468	40	112.139533813749
920	37	18.4796766005401
2343	47	66.9695739990247
1980	46	91.4002342461379
930	35	53.306384864916
3727	6	110.577310942522
676	12	131.4826146422
4721	36	120.328052993124
933	20	131.987792302568
5850	44	-34.706052146538
3473	28	83.5134770490178
5339	49	52.3140964506352
3943	24	87.8183861545719
1981	47	67.3852638184157
2558	21	110.152283823575
3541	29	138.801471024734
5231	50	99.8173272668572
5404	29	59.7562530105267
1730	4	94.7813997940906
5649	23	78.0505174966471
5646	49	174.863412902709
990	24	141.421086682462
2777	20	78.5047196826632
3148	15	43.5973883126657
1149	15	95.4413252924852
5859	13	117.622502994846
1085	17	134.712554382479
5439	16	88.5160436488821
2043	13	26.6493346197607
1711	41	124.392947251532
4700	18	125.612723701279
5143	1	134.552690617108
1476	35	86.2768672833552
6093	40	100.415441997326
4536	19	132.841260634993
561	3	119.932827352101
3087	49	97.2354224399932
2113	16	63.4841647271389
3385	2	82.3324566964028
2393	11	74.8629853292864
1756	14	141.282458932121
3870	24	77.4976147407723
870	31	95.6504199736732
5138	34	85.848582817693
1436	36	90.1294040956954
3111	42	44.5685142917636
5497	47	152.13133729795
1717	47	85.0643779996776
5689	34	29.0333407283442
3757	20	73.4907946207275
3959	28	119.908977212061
1489	26	87.3231489797173
5806	37	23.5751308703076
851	12	143.623181385358
5799	46	96.1241398896037
5818	47	142.495882522843
1218	14	80.2892545993838
2052	26	138.545972658606
4896	28	99.8873746209552
995	33	70.8976962587604
5639	42	148.846096789415
3500	1	102.369255270878
3165	16	99.8153599874513
674	24	78.2903261562727
1978	28	105.340271102762
4266	17	112.680582934843
4066	24	143.365039828223
53	16	120.044554178608
5491	10	52.3480705706637
3941	37	105.158801727024
4843	49	127.572901452233
5438	18	155.609595766465
3382	3	114.975676519337
4496	28	79.1489200441858
3364	37	87.9871168507268
2339	8	167.297869668587
4212	46	102.725122480737
1905	8	110.290930943383
1681	27	105.266459493652
2173	3	84.9080173771316
1782	42	80.8842012273885
3548	2	55.2172128754563
752	6	68.0353727359985
188	17	103.497525940509
3328	1	51.4174078632446
107	30	81.0584378542082
3867	14	71.5307695774325
4286	8	133.427751879286
1308	20	125.453942887108
3656	16	98.3795668449246
1974	21	50.462686879101
3221	5	131.646968905501
1493	19	99.2509823929509
133	50	74.4918868228801
932	42	62.2494345195246
1306	1	130.745732783949
4719	19	35.7402821550407
3661	49	159.97312280247
5749	8	112.748126812627
3315	19	83.6524493565342
2898	44	109.880476831246
4115	14	169.766499071232
1123	45	91.6946391308846
1008	23	89.7248935968997
4717	26	68.4595922688776
2808	5	153.237149954938
4450	35	166.197646634262
1851	39	98.3579742315004
2415	5	47.1105955074858
5830	8	120.537275443705
332	45	130.751601492463
5431	14	121.071182712081
2046	45	63.800262082335
3282	19	98.1596313875986
4616	2	148.935332477659
5660	12	143.186257272908
3217	27	127.739614199492
3695	19	159.804544300788
1859	38	119.323539806748
4421	23	88.6835105565516
1644	46	154.64544559725
2436	48	66.596603217108
3954	33	92.3456048853696
4797	3	119.53355419795
3657	32	101.973086979712
1051	14	124.153213183607
63	50	156.31747458138
1714	46	98.1838586114139
2421	46	116.315541708478
2360	11	93.3277532943104
5440	7	156.775409734832
3222	31	117.479884671879
1923	13	79.0559283705544
3776	37	95.0889405293542
1550	18	128.878868215467
4182	21	119.481178511952
1227	4	114.261492125867
2243	17	89.9530179026718
682	46	49.2462393600387
99	41	97.6039621326915
6037	5	67.4171531899984
4945	18	182.55183316105
3970	24	88.5204443414896
5763	5	66.5369942141024
1792	17	79.4423317897784
4084	1	113.231957759794
2666	28	85.2714302444159
5253	29	111.72266190065
2792	46	92.9657687006207
5031	9	89.817391860043
976	21	81.4855317795405
3498	27	60.3907977214011
2017	41	75.3536509630819
3456	1	40.4469221248932
5823	23	103.609753196014
3397	8	6.23581546149517
5565	6	122.624410063458
1747	10	128.90027020623
3881	46	65.3570992207346
338	21	61.3080250888294
788	40	105.16393263043
3812	35	102.954479054424
2542	21	148.312869802314
1644	30	142.678636102248
2792	41	110.678056602691
4557	9	48.343270787363
638	17	141.841272759209
4499	26	146.310414646822
1849	18	106.960957567734
4799	26	83.4426826145865
739	13	70.3152474684778
1258	5	103.739699254881
2164	39	160.754559151329
564	12	80.7151765298712
5469	36	90.2061736403002
895	27	137.794027643021
3138	7	41.9886608543651
4193	12	105.964040600784
1404	37	88.7873122602049
2926	47	118.021065281565
815	16	83.4166681393735
4310	23	119.955821786661
2472	14	101.707088275873
5699	25	95.3089517309824
4635	9	106.82120991837
5132	10	31.3969114105852
5043	25	170.337626000736
2449	26	155.649214113268
3245	1	80.4904981146878
1635	3	150.253193686561
1877	48	53.0566725609325
6070	16	49.1351686802708
1245	21	147.702117354601
3630	4	122.571361049554
1122	13	55.3842818684206
4719	38	65.6418615152452
4285	13	114.8896122101
3201	43	80.9154886704451
243	45	117.955043311687
5355	40	63.7203189233284
5298	32	152.39043790481
2167	30	85.435531905894
660	35	117.074066616629
3646	41	73.028475934873
5628	21	136.711550778604
5512	9	96.2974853096345
4409	33	81.0935169662902
1067	23	98.1487192020809
945	3	74.1094907660029
198	48	90.9098131669922
1115	7	53.1265916666975
336	32	91.7484190125866
2070	38	91.6525731129613
368	33	36.9141592864289
1141	2	145.893936451796
3255	24	100.519803587783
1074	20	107.639461401123
3151	17	143.966995641997
4614	30	172.265797663473
4809	51	192.150076473325
176	2	167.111820245829
4617	49	115.834675078746
484	19	121.297696242245
4414	5	90.2724761228431
2533	2	62.0969073990296
2739	12	149.830818010689
2850	6	104.845117412939
4622	3	21.6007235518472
5261	33	74.1896689245732
5171	21	82.0114852178034
5886	24	135.769674042268
5031	4	103.237429453519
5212	10	113.022206554908
4362	31	92.6680277909197
5329	34	92.5348384255277
1814	6	89.504483143903
5030	37	51.1606819669615
5935	31	118.971443228338
4949	5	92.5879036186532
5821	51	126.755873794709
2310	30	46.6217670529129
2327	21	76.1954027213531
5224	5	71.9783799737031
4114	47	149.757128842592
1135	26	84.3046031353865
5907	12	55.2976411398682
2719	34	120.599308579615
4328	25	100.062810659048
3098	48	75.6022807877352
2861	25	121.094191115265
4323	44	57.203699570746
4598	13	83.7464185469364
4497	29	106.691623248992
1191	46	120.781217439312
3746	4	147.161395565054
345	36	157.398250582185
5321	2	73.9933083604818
2389	4	67.3708063508941
3572	34	48.4416140156817
5090	29	98.3608238782232
3576	7	109.449867415506
2585	20	156.151957196785
2579	35	120.768844458124
3999	38	154.035202850061
183	16	110.43632869642
4190	17	63.6969316491768
933	39	124.468383265849
2602	21	76.421346019925
4833	20	128.887633698863
2129	22	92.7218913262514
5166	27	76.4188341751762
1380	45	45.2841440692294
3003	48	69.3971422183649
751	14	103.716929449358
2330	1	100.733363733278
152	31	56.7681227674211
5368	32	120.71277157986
5437	49	159.837953644556
1633	3	74.3055219902744
455	46	100.29640959959
480	3	116.696376436371
5749	30	105.262419573292
2009	29	72.3416918039658
4045	38	81.7741422491372
5870	11	16.6651830059972
3089	4	108.211270486273
5375	34	77.9401884408545
2682	33	110.923326606657
3191	25	111.269439735328
480	4	105.714918402861
1058	5	158.919625939465
5089	31	80.7507197168563
5271	47	85.4593146261603
2295	45	93.3778086972078
1230	43	171.812055692411
744	47	138.44895666503
3124	27	33.8074229630351
5920	35	147.877703824393
1829	49	165.824115170588
4752	15	30.308866554658
3964	15	21.5321829398571
98	21	101.597032986352
3948	50	45.7105166136625
3410	15	106.620028713772
1307	50	157.09818287479
2429	51	124.186486372885
3561	19	94.2091687143442
4038	31	149.269557086901
5902	41	173.82089978711
1415	48	48.4169067062426
5644	22	53.3489634702661
2464	4	131.872739639548
4345	22	131.403711400387
2099	17	102.023574655607
5415	45	91.6940542903487
5667	39	113.635420614447
2717	11	106.98784676934
59	50	144.865663752036
3706	1	128.135118606126
238	8	145.058867690796
2074	41	27.0944972307252
1262	10	66.0202092269294
4523	37	77.8152244113735
2287	37	117.445270514645
1847	46	153.791207567334
891	11	145.859213157537
1799	11	113.982800424887
2228	47	107.783792135075
5256	51	156.286448603114
1343	46	54.1956746495111
5406	45	96.9003786850432
4900	11	55.0892247455523
101	36	112.056531566794
2580	18	77.4654463857509
4103	39	151.005191047997
4901	34	29.2498284615338
1896	28	116.069744016725
1526	24	101.192207313801
801	24	102.13631885435
1249	1	115.776613154278
3709	9	70.4072112673357
3366	42	82.5931479000351
1908	46	136.639556238992
2686	3	88.276840223907
2978	9	120.48076660524
3184	16	88.0093140386653
5771	16	70.4085399610886
4415	18	121.699661136613
498	41	121.524226000278
2284	24	132.39914810711
5249	14	101.491434713754
4849	23	115.557200431315
2931	16	93.2777883709277
5330	40	85.4265013626877
173	11	81.6468912005836
1675	18	160.027906160825
1032	9	70.1567344526171
5539	25	114.497942415091
3376	3	120.968194812563
37	46	130.580988449665
3954	45	108.93088266722
753	46	2.65223626542026
1951	23	82.5762342203632
3516	46	99.1363831973442
3912	1	127.076401110989
1315	8	53.2716048590442
4496	7	71.9999421812295
828	13	53.9053446442934
3636	33	100.19181668806
1783	37	95.6532806401218
4007	14	157.04465707187
3211	11	154.78070965266
1579	11	18.3455588329495
2402	43	73.1392045328977
3172	15	45.6617438696575
440	32	81.953636225234
4698	27	60.2496675202362
1983	36	100.177617478291
3273	32	123.340800691473
2398	12	128.876125789215
4797	25	135.237296191808
4653	17	127.528570356707
4331	13	64.9672868589543
4656	28	58.1712384478174
2724	42	143.226532409568
5778	51	101.68738625107
596	22	43.5831810600202
855	42	130.345646525389
1022	2	119.253408949917
3661	3	156.469407154267
2840	47	78.8392856205596
1106	28	121.206730265907
5635	40	122.66847806565
1040	43	91.9047206582096
1438	34	118.729582424964
5942	16	105.550425600832
835	20	89.8147950053591
4319	3	111.953771773535
3854	26	104.017679675241
1080	23	102.516044936268
5261	34	104.935572101448
5777	49	137.188959478412
2578	44	82.7389953199213
5741	51	122.571878767632
2488	5	54.8979374969334
1784	21	118.908892932277
906	16	78.4129572218837
1206	45	129.587641096749
5727	34	155.055955214605
4218	33	66.8318945278727
5140	2	98.7604793152439
3591	16	62.9618939496409
3857	15	137.270915471477
2172	46	34.7591814476994
1248	33	113.544242109445
4161	3	86.5841724910539
6068	12	80.1751191191619
3080	51	140.540118773548
3528	47	145.049325332742
618	14	108.727891153432
4383	29	44.7552966572006
290	16	91.6518443124779
172	34	71.5495927973979
2497	1	70.7147712433431
3772	51	72.6455756677851
601	11	45.1071842695064
4701	43	48.0075680863121
5137	28	56.0419552941796
4951	37	145.469627604667
633	5	142.518454954749
1476	27	107.243298092538
1239	27	131.721069930312
3413	43	195.831272941038
3781	8	97.0149758438573
3164	41	66.8262279526213
3332	15	85.697857643091
2710	21	119.669848844112
2904	36	111.729868696916
1830	15	93.6865621146363
3482	39	129.013012680127
3126	31	70.1287549746965
5116	18	27.3948667563674
797	9	97.0170436847571
2901	24	205.693316750986
801	51	113.252542025856
47	33	97.6910073721965
1917	38	69.6093190669593
5670	17	79.7599220312584
6018	33	89.6636940524135
4163	18	118.442155572674
1121	23	116.769233592817
582	51	132.227287627474
3307	3	102.119236934921
605	22	115.708309407258
647	47	63.0879106750287
4932	48	37.7442826230314
1960	49	90.5076694833308
3443	19	130.160243870183
666	6	121.675477681705
2523	22	77.5285817714482
2389	23	65.2862639365268
2091	51	87.181767037534
2382	19	112.820192804
3017	40	73.5710181759423
5538	31	72.8862164586651
642	23	85.3494757911713
95	12	137.958009185895
5255	45	106.521339441125
3755	45	86.5146215345241
5215	21	152.231389391159
1442	2	126.683564650686
995	36	68.135365032239
1967	12	136.710513036164
4696	24	185.624395937574
403	29	63.807959608384
1374	34	91.8318957948127
3243	29	84.4824275486583
1505	14	91.4266290387269
1477	29	122.144704090728
1370	16	146.886269702362
591	5	57.4588112119498
2850	33	94.8555738330466
2959	21	113.20728838616
144	12	60.8996370419625
3057	42	69.8320775100071
3192	35	148.687537834608
835	33	86.0748075682844
1489	49	86.9078570605236
5342	48	48.6343442688933
3976	35	107.259674632167
2266	32	148.881348711462
3619	15	88.3192195332759
585	41	139.569794793706
1114	17	119.904963389714
1705	12	81.1958726255797
294	38	92.9841367518349
4802	32	97.6104785349176
3250	2	83.4276371211226
5067	17	58.4047860639825
4727	11	154.363605296846
5620	2	148.993009037539
4526	1	167.544850822714
889	2	115.730410078464
4801	40	96.8281902672718
700	35	138.49416569204
4103	39	162.257868460701
183	30	131.218481743293
1825	28	88.6857991886598
323	45	99.2777016228128
4563	13	107.071021708284
4354	39	94.1609955324609
1147	20	90.4127142256036
1290	44	76.4797305133957
991	23	108.024147248078
987	45	98.2986123233586
1718	24	59.9441073128426
380	12	87.2594368073682
1813	12	174.80747628021
3171	36	116.12585549994
2655	47	95.4480299186418
779	39	116.456445132032
2120	1	115.562753341235
2446	27	166.105731312379
763	27	150.443256604353
5609	6	106.563696673021
521	35	109.595750131801
5331	36	128.48321549372
989	33	80.819965963821
1084	18	182.454195046222
5378	30	115.576663299196
4794	23	85.6224312222628
2597	46	58.1575513409606
6020	39	83.7812977208964
47	19	118.384786634474
388	24	128.465507268579
2110	10	144.918291879838
5224	47	70.4382972860412
4408	47	140.704824029387
2172	8	35.1822234867783
1477	30	132.01266196717
5842	15	74.9170530171726
4250	19	112.946619404127
1994	50	93.5080353500918
5817	46	115.580947300186
5126	25	122.004548585793
485	51	84.688675079339
2857	48	90.1243745926987
5795	32	96.4163775534035
5662	20	66.4948078560382
3986	34	100.013249950055
3016	45	61.4699726519257
256	37	41.3975295724515
3036	6	64.0615121838845
1965	44	74.5278147972601
4910	17	73.1474465644785
1474	9	75.0977660717428
4801	23	95.3052241236021
2154	29	122.482692359651
263	3	88.1286148419549
1825	19	103.975811074978
2115	44	87.212253120256
5498	9	89.4929570669674
3225	1	90.0789544690664
2846	39	124.643559070911
951	36	140.799663451185
603	48	126.549599462427
5384	12	66.5073373611641
1211	14	121.227759315137
398	51	154.989707279251
1873	20	91.5829220847224
474	32	115.996879757948
2284	41	144.704374103832
5157	6	103.229041893815
878	35	128.852617917141
285	45	94.4958244454076
2084	15	147.99715928847
5178	8	62.8115384772962
4942	11	82.8109522173136
3541	9	127.252435537244
5934	44	174.945227386849
2914	41	44.9528199263542
3	10	72.8608301559321
2677	50	48.9764030001123
1897	30	113.986838839555
78	22	89.1441566248135
1273	44	35.1239832872655
3283	42	93.5078670926303
1412	20	45.3881549733115
1077	37	101.206533219828
4923	47	136.603484069065
3461	23	26.9143968486825
3383	4	121.310594854393
2894	35	88.6554303955893
311	3	98.8751494904471
5022	17	150.850958281758
2473	23	85.0586649119691
2688	43	131.10720738315
3745	7	65.7331508149053
5410	32	91.4249333053889
3203	21	133.611867802512
1425	40	94.4202784069016
416	3	42.4399661503602
408	3	96.639941356884
5105	29	137.890555050836
1208	31	55.1893680610884
5930	25	57.0970092479758
4675	33	113.545727199262
5716	22	100.13260589776
1449	27	121.057351426272
401	18	87.7316728741985
4720	51	41.646836155523
2173	48	90.7483152717774
4479	39	72.2419069188118
2158	40	129.816218936932
1993	50	73.4313263833898
4612	10	78.9047846947454
3457	32	126.174879193406
4260	37	145.747262490718
1521	5	110.982725915572
5453	46	39.0755020304607
3222	40	137.649101492831
1458	5	56.7944952436275
751	41	112.158412556848
5981	10	51.220002592113
829	12	97.1901592699973
3617	15	18.3326934771736
2224	17	103.881170594599
2625	2	91.1468071704809
4183	32	119.807538857678
4798	38	128.989945517041
2885	15	111.866386574634
5287	29	60.8942012850598
4878	7	114.136677763537
5013	44	-1.00401004858705
4720	34	38.5226437947852
836	50	113.139918314746
2542	29	97.8378217806302
665	1	142.825942951304
372	2	45.3390939817777
2976	18	115.281250356026
3149	13	60.3914039600801
2134	30	193.903587690823
821	43	37.5468339479913
4479	27	72.4527439622521
2432	16	43.9618580700128
95	31	140.879563143726
5337	26	70.7600975623273
6023	40	47.9619135958929
4982	5	10.0471297818639
5403	13	108.164925862603
1831	46	97.7937457324241
5483	14	137.578279989503
3004	9	56.801729593265
4913	24	98.0455063191152
342	40	99.8220358661704
6043	2	122.376489499092
1802	33	24.9742633694197
3402	20	53.1046097820085
1940	32	97.1627193845803
357	49	89.0302961577523
4001	42	66.3804726966721
3006	32	96.0058602628959
2772	42	129.881685018392
4421	14	96.5570087235472
569	28	110.616776775925
1116	49	162.469869640236
2681	34	91.3246570190597
5658	27	79.056783586973
2084	11	169.974111481375
5298	45	157.263992985942
3170	15	64.2560463229736
6021	9	119.681025866235
5087	10	61.0687916495798
3172	19	76.2685554788659
5506	51	21.5209782273513
1250	50	91.3448854438395
5465	42	80.6895213328347
5538	23	67.492442182461
2124	17	40.4502115633207
2539	33	74.4754875254525
4424	32	78.3855512844785
1061	10	110.048823322241
1775	7	156.300412622331
4002	6	136.484606909902
3512	40	160.244966872085
5596	41	48.966430922337
4125	22	105.862212991229
3488	46	63.8292631443848
3360	13	40.2121939610638
5105	34	123.376261879644
1007	24	93.1519087364503
5055	4	103.347781547155
4619	19	110.93911939865
5331	1	136.692863885289
2403	38	124.043203672564
5454	25	131.371672170296
2654	10	44.0263161090328
5238	49	113.120973147506
3911	8	87.2884733586219
976	6	97.6546570055652
1453	38	65.541998445016
5505	14	154.943724237823
1024	29	66.2595886604815
37	5	145.02444957966
2700	7	116.266448311254
956	18	81.2004832677418
4161	21	105.28012335871
4698	37	93.220547392657
3336	48	55.8901176434958
5525	30	157.62585384333
4423	4	78.2459122967518
2380	51	93.4544523662627
4612	1	110.09094559884
180	4	132.237534778187
1430	45	152.498949969618
4283	40	70.6026975913796
2404	47	94.9015183177498
4376	7	127.32250853382
6023	35	25.2443312288201
2851	35	150.701666507824
2553	38	68.7741143707722
5055	51	117.339312297175
1369	8	92.9550442731625
1822	44	125.942947941852
1182	47	92.3681651750217
2922	48	137.438218138635
4025	10	86.1857873744417
5626	8	125.252497974374
6053	21	56.0758375363924
2498	18	86.7691175747991
5924	20	69.2701007104715
5838	49	104.363340581189
415	35	142.504265424266
2387	24	95.2774921343039
3346	22	106.660746324388
1159	3	68.4166885138724
2837	39	93.4595817420993
5933	33	127.667798562582
5072	1	62.2116170421813
3905	14	161.514341583064
3522	42	64.4520506716876
1186	12	54.1292741092311
6099	34	94.222908668353
5445	27	101.658182870611
3187	31	76.8000835659123
2707	50	101.493388784792
5965	4	125.639521021135
1241	15	119.353373230457
1764	39	85.7500938689923
4152	51	79.2808842056648
4015	26	69.3108491214016
5354	37	128.503228413025
5063	30	115.656332751761
2071	21	35.8674573007391
1687	31	92.6624213654006
720	11	53.7998558478277
444	1	96.4335446719457
4857	35	54.8178294345101
1482	12	143.888849261204
2431	9	20.9107534576228
152	4	74.5461575435465
1697	11	61.3152261774853
3797	42	-19.5897419445931
1196	5	92.3655480408674
3941	10	128.534331494893
3435	31	92.4368105541192
4937	14	138.315586928568
2662	51	136.036332623936
914	45	81.1726400927992
3320	9	130.750919706419
1160	29	127.28242985356
5509	22	123.875166795567
2626	40	100.554415750349
1879	16	41.2413917444823
5154	8	95.710680071792
2753	41	113.300064490304
4389	3	113.186677861082
5492	12	42.6227328401769
980	4	107.899790269718
3529	31	107.555733940117
1143	47	102.099407662597
3244	13	88.0461814725076
3915	42	160.549308236506
5374	51	114.300778250132
1123	3	75.7179024694859
3969	47	79.0383499943924
4379	19	146.631156763535
1668	12	52.267304692763
4303	35	87.7833564856381
1952	31	142.322529477617
1697	30	69.5549600570584
3168	32	71.7097462956827
1851	38	102.115994698693
5512	19	97.7682353289854
4532	14	153.701486145229
5975	2	114.009726383112
894	4	70.2567611866462
3735	23	118.702105928622
154	49	120.104463626691
4853	33	143.795021104214
2723	48	114.354473094847
5733	29	70.9266855517412
3678	33	143.243185167961
4645	14	112.344015609599
3692	37	24.526149838796
4358	44	59.1603725661001
2416	24	109.647366434907
1642	3	34.8005253041788
2519	3	132.294876868667
3021	21	117.912866763752
5893	46	77.4384700529114
6083	11	163.034121170029
1486	47	98.5461948678035
2657	7	107.133996578056
380	11	111.464323928425
1135	26	73.9525719253412
2467	17	87.836717227262
854	29	128.400571497898
3061	35	120.025933658135
5760	47	76.716732799775
3616	24	68.6938132990938
5625	23	76.5397565092247
426	46	95.6085986682608
4249	39	82.9654627064545
3905	5	153.316978078231
4529	20	90.8176168574714
3079	21	152.332383809146
1400	26	38.2666689489387
5324	41	124.115421673108
316	21	111.81281064256
1257	19	61.021035215155
4323	34	72.3806524555289
1975	47	99.8882233104444
2218	11	94.4284937861994
2649	42	143.899025073903
2480	26	73.8735827484958
744	43	150.370128696854
5425	46	124.520574029048
954	14	52.1479032285069
4201	42	99.1399361220029
2333	15	74.182842776588
3134	41	131.128268435107
4774	46	46.5135972688528
3405	5	71.2897842780216
786	36	77.989649715069
2545	43	10.4610654266059
3427	34	98.2014040431671
3173	51	92.7553279458915
1178	16	61.9147265183858
2380	12	103.952316799615
5370	16	89.0210620490049
5104	25	86.6693098948913
4459	46	70.1430224061757
6068	6	59.6405354444704
479	24	80.6487382127186
5695	42	88.9513072962737
5399	9	156.430712248144
2612	49	152.060575149758
1838	17	101.960477993046
3022	33	155.998722150207
5107	41	68.5165240149114
5774	12	133.854458509359
4152	32	83.4863743588081
318	14	73.823038738247
4809	11	169.984029548749
88	48	85.8588812275274
618	33	110.833389283632
640	4	109.916882935755
2898	47	126.74024436223
697	47	70.4684087627734
2033	5	152.093040236325
4985	44	94.0529375631954
4693	48	116.590533310082
5059	16	74.3531271582561
1209	11	68.8644292773201
4597	45	90.9579642494207
865	44	99.1473115432606
2377	31	41.8442008182768
1732	27	126.661322725457
4236	2	126.757188781852
2646	10	108.747278817688
4873	46	39.1210408842663
834	20	67.8246680033709
1009	17	68.643066536726
5004	28	115.990876306328
1855	15	20.3860248214061
