mounting	position	day	amplitudeMeasured	amplitudeAdjusted
7	1	8	12.8284174414902	-0.105123183793943
7	1	9	12.8284654164515	-0.100325687666469
7	2	0	12.826317427336	-0.315124599216077
7	2	1	12.8270830580437	-0.238561528437842
7	2	2	12.8264352059239	-0.303346740420096
7	2	3	12.8266024272074	-0.28662461207265
7	2	4	12.8270098484871	-0.245882484100335
7	2	5	12.8268510837505	-0.261758957765146
7	2	6	12.8262877376592	-0.318093566896316
7	2	7	12.8267295728413	-0.273910048686865
7	2	8	12.8267014735325	-0.276719979566664
7	2	9	12.8268094524542	-0.265922087390358
8	1	0	12.8310371744529	0.156850112474061
8	1	1	12.8310972333358	0.162856000766531
8	1	2	12.8310503958448	0.158172251671651
8	1	3	12.8311168663643	0.164819303615893
8	1	4	12.8312090685762	0.174039524804037
8	1	5	12.8311374631019	0.166878977376861
8	1	6	12.8314003897069	0.193171637875444
8	1	7	12.8314397412623	0.19710679341447
8	1	8	12.8316181545897	0.214948126155967
8	1	9	12.8313359885137	0.186731518559213
8	2	0	12.8284181684624	-0.105050486568281
8	2	1	12.8284853895978	-0.0983283730278117
8	2	2	12.8284557798668	-0.101289346132027
8	2	3	12.8284318049024	-0.103686842574824
8	2	4	12.8288200700844	-0.0648603243725177
8	2	5	12.8288497355662	-0.0618937761942107
8	2	6	12.8286519643865	-0.0816708941668409
8	2	7	12.8286817240557	-0.0786949272463033
8	2	8	12.8289608073017	-0.0507866026387305
8	2	9	12.8292626504431	-0.0206022885070212
9	1	0	12.825490075835	-0.397859749309859
9	1	1	12.8256818193965	-0.378685393161504
9	1	2	12.8255665334987	-0.390213982940679
9	1	3	12.8255721507481	-0.389652258001405
9	1	4	12.8257228919188	-0.374578140930204
9	1	5	12.8258286839812	-0.363998934689569
9	1	6	12.8258487095736	-0.361996375455931
9	1	7	12.8259351958375	-0.353347749063815
9	1	8	12.8259717020315	-0.349697129663973
9	1	9	12.826094287478	-0.337438585007988
9	2	0	12.8329868252126	0.351815188443538
9	2	1	12.8330127456869	0.354407235877297
9	2	2	12.8330594608751	0.359078754695119
9	2	3	12.8331315665028	0.366289317467583
9	2	4	12.8331495360344	0.368086270624879
9	2	5	12.8332760425108	0.380736918263835
9	2	6	12.8331071018174	0.363842848930496
9	2	7	12.8331752713553	0.370659802719864
9	2	8	12.833215638682	0.374696535389418
9	2	9	12.8332225907504	0.375391742222853
10	1	0	12.8318554968409	0.23868235127793
10	1	1	12.8318323799108	0.236370658263318
10	1	2	12.8318581461977	0.238947286958613
10	1	3	12.8328174480064	0.334877467831163
10	1	4	12.8323178123456	0.2849139017437
10	1	5	12.832238060239	0.276938691087736
10	1	6	12.8324062997044	0.293762637627459
10	1	7	12.8330335078212	0.356483449311895
10	1	8	12.8327024794174	0.323380608924317
10	1	9	12.8324503244626	0.298165113447446
10	2	0	12.8277339754789	-0.173469784920854
10	2	1	12.8277754023022	-0.169327102595318
10	2	2	12.8279270363338	-0.154163699437149
10	2	3	12.82804200276	-0.142667056810808
10	2	4	12.8282188194501	-0.124985387803811
10	2	5	12.8281204306954	-0.134824263273892
10	2	6	12.8281000299963	-0.136864333178366
10	2	7	12.8282142578217	-0.125441550642869
10	2	8	12.8285155291366	-0.0953144191566224
10	2	9	12.8283377551639	-0.113091816426092
11	1	0	12.8310915159782	0.162284265009838
11	1	1	12.8315397136502	0.207104032205407
11	1	2	12.8308158996444	0.134722631628925
11	1	3	12.8313437976349	0.187512430677295
11	1	4	12.831095509025	0.162683569691779
11	1	5	12.8309599478079	0.149127447980923
11	1	6	12.8309971383174	0.152846498923154
11	1	7	12.8310898225496	0.162114922146728
11	1	8	12.8315830246102	0.211435128209203
11	1	9	12.8317264808142	0.225780748610305
11	2	0	12.8292750725847	-0.0193600743440214
11	2	1	12.8294715090761	0.000283574800619135
11	2	2	12.8296854441437	0.0216770815537615
11	2	3	12.8293519434709	-0.0116729857230879
11	2	4	12.8292858442109	-0.0182829117225225
11	2	5	12.829747957704	0.0279284375896083
11	2	6	12.8298741020353	0.0405428707143329
11	2	7	12.8302830747061	0.081440137802069
11	2	8	12.8300749301281	0.060625679997095
11	2	9	12.8298458959196	0.0377222591438908
12	1	0	12.8328387431255	0.337006979741972
12	1	1	12.832690778257	0.32221049288701
12	1	2	12.8329923697661	0.352369643800898
12	1	3	12.8328083908958	0.333971756766793
12	1	4	12.8329219319475	0.345325861937162
12	1	5	12.8328573590039	0.338868567575368
12	1	6	12.8331212912552	0.365261792703286
12	1	7	12.8331500685908	0.368139526263533
12	1	8	12.8333168105551	0.384813722700628
12	1	9	12.8329638993921	0.3495226063988
12	2	0	12.822273018908	-0.719565442012637
12	2	1	12.8215899257189	-0.787874760920459
12	2	2	12.8225110962314	-0.695757709670808
12	2	3	12.8222486027664	-0.722007056169183
12	2	4	12.8221985526434	-0.727012068474053
12	2	5	12.8227056671087	-0.67630062194155
12	2	6	12.8221027568829	-0.736591644525042
12	2	7	12.8220075224689	-0.746115085927457
12	2	8	12.8229918774564	-0.647679587168426
12	2	9	12.8229597360392	-0.650893728889024
13	1	0	12.8332852676648	0.381659433668524
13	1	1	12.8330965887025	0.362791537434504
13	1	2	12.833358977436	0.389030410786795
13	1	3	12.8340551491941	0.458647586595795
13	1	4	12.8341046520058	0.463597867765131
13	1	5	12.8338551795118	0.438650618365521
13	1	6	12.8339028313437	0.44341580155649
13	1	7	12.8340145335874	0.454586025929515
13	1	8	12.8334724082024	0.4003734874237
13	1	9	12.8337797020591	0.431102873100997
13	2	0	12.8264604973784	-0.30081759496845
13	2	1	12.826753971286	-0.271470204217295
13	2	2	12.8266142297162	-0.285444361187537
13	2	3	12.8263099003086	-0.315877301952661
13	2	4	12.8267561326924	-0.271254063573245
13	2	5	12.8272257188522	-0.224295447588219
13	2	6	12.8266066912383	-0.286198208985766
13	2	7	12.8271217438716	-0.234692945648973
13	2	8	12.8269477187549	-0.252095457322277
13	2	9	12.8274294887944	-0.203918453376772
14	1	0	12.8328185090693	0.334983574112968
14	1	1	12.8334357124094	0.39670390812887
14	1	2	12.833496097299	0.402742397085376
14	1	3	12.8337948204777	0.432614714953417
14	1	4	12.8339881816232	0.451950829510395
14	1	5	12.8334833633828	0.401469005465849
14	1	6	12.8339098711869	0.444119785876396
14	1	7	12.833475092185	0.400641885685893
14	1	8	12.8342315220501	0.476284872197752
14	1	9	12.8336176367273	0.414896339919224
14	2	0	12.8324856406293	0.301696730116063
14	2	1	12.8324697002856	0.300102695751825
14	2	2	12.8318744068317	0.240573350356676
14	2	3	12.8318331052395	0.236443191139557
14	2	4	12.8325953104678	0.31266371396903
14	2	5	12.8319994789196	0.253080559143548
14	2	6	12.8321144902958	0.264581696772126
14	2	7	12.8329068016015	0.343812827340173
14	2	8	12.8322977548937	0.282908156559891
14	2	9	12.8326776121435	0.320893881536577
15	1	0	12.8313076056801	0.183893235192656
15	1	1	12.8314392239434	0.197055061525298
15	1	2	12.8313667628723	0.189808954420556
15	1	3	12.8315095098604	0.204083653223819
15	1	4	12.8316346523049	0.21659789768087
15	1	5	12.8316907691646	0.222209583648336
15	1	6	12.8317050985653	0.223642523712897
15	1	7	12.8317721260561	0.230345272798438
15	1	8	12.8316038024647	0.213512913659919
15	1	9	12.8318546977441	0.238602441597102
15	2	0	12.8308910173518	0.142234402366626
15	2	1	12.8310918687201	0.162319539196076
15	2	2	12.8311451260244	0.167645269627847
15	2	3	12.8312673848488	0.179871152064415
15	2	4	12.8310892687227	0.162059539455939
15	2	5	12.8314182515943	0.194957826620623
15	2	6	12.8315506224688	0.208194914072202
15	2	7	12.8316070757277	0.21384023996216
15	2	8	12.8314377733381	0.196910000996553
15	2	9	12.8316873516067	0.221867827854361
16	1	0	12.8286355107976	-0.0833162530557985
16	1	1	12.8286740487765	-0.0794624551662793
16	1	2	12.8286460691718	-0.0822604156276441
16	1	3	12.828913017082	-0.0555656246076452
16	1	4	12.8289246222361	-0.0544051092070674
16	1	5	12.8291293761632	-0.0339297164952512
16	1	6	12.8291937709549	-0.0274902373272212
16	1	7	12.8289934269158	-0.0475246412371177
16	1	8	12.8291070507619	-0.0361622566261488
16	1	9	12.8293665296327	-0.0102143695464463
16	2	0	12.8263401884784	-0.312848484967532
16	2	1	12.8265235675126	-0.294510581550611
16	2	2	12.8266294781321	-0.283919519599429
16	2	3	12.8266093350542	-0.285933827397322
16	2	4	12.8265826807761	-0.288599255206279
16	2	5	12.8266340483042	-0.283462502394549
16	2	6	12.8266145946207	-0.28540787073883
16	2	7	12.8268614041817	-0.260726914642895
16	2	8	12.8267040977075	-0.276457562064003
16	2	9	12.8270178268753	-0.24508464528612
17	1	0	12.8301916953128	0.0723021984695649
17	1	1	12.830475124009	0.100645068086536
17	1	2	12.8304139202368	0.0945246908656827
17	1	3	12.8299622375147	0.0493564186529127
17	1	4	12.8299235918772	0.0454918549074534
17	1	5	12.830192911302	0.0724237973837916
17	1	6	12.8299223919735	0.0453718645358592
17	1	7	12.8305303856276	0.106171229946916
17	1	8	12.830776272539	0.130759921088774
17	1	9	12.8302346412685	0.0765967940358436
17	2	0	12.8248116435591	-0.465702976898186
17	2	1	12.8248731704163	-0.459550291183675
17	2	2	12.8250799079874	-0.438876534069443
17	2	3	12.8251165449147	-0.435212841344423
17	2	4	12.8249695842232	-0.449908910493768
17	2	5	12.8251780637355	-0.429060959265648
17	2	6	12.8252875900367	-0.418108329141553
17	2	7	12.8253839893958	-0.4084683932291
17	2	8	12.8253948825076	-0.407379082050419
17	2	9	12.8255831861063	-0.388548722182414
18	1	0	12.8273236175566	-0.214505577156032
18	1	1	12.827731622717	-0.173705061116358
18	1	2	12.8277607923152	-0.170788101295649
18	1	3	12.8277616610008	-0.170701232730686
18	1	4	12.8276853499677	-0.178332336044917
18	1	5	12.8275239116953	-0.194476163284563
18	1	6	12.8278902955638	-0.157837776436054
18	1	7	12.8279792691892	-0.148940413894039
18	1	8	12.8278860219411	-0.158265138706604
18	1	9	12.8280651521738	-0.140352115427689
18	2	0	12.8276542103378	-0.181446299032828
18	2	1	12.8275130460265	-0.195562730166188
18	2	2	12.8276165723544	-0.185210097375865
18	2	3	12.8276256479367	-0.184302539137526
18	2	4	12.8276671235596	-0.180154976849423
18	2	5	12.8277177153818	-0.175095794630487
18	2	6	12.8279863320497	-0.148234127846969
18	2	7	12.8278793040449	-0.158936928319697
18	2	8	12.8280025788845	-0.146609444360202
18	2	9	12.8279128006604	-0.155587266774582
19	1	0	12.8385498558892	0.908118256110413
19	1	1	12.8382358186108	0.876714528262568
19	1	2	12.838599787708	0.913111437988512
19	1	3	12.838616875924	0.914820259590243
19	1	4	12.8384591578264	0.89904844982307
19	1	5	12.8386440825489	0.917540922072746
19	1	6	12.8384667922179	0.899811888977275
19	1	7	12.8387622365954	0.929356326730968
19	1	8	12.8386432271579	0.917455382976584
19	1	9	12.8387358211438	0.926714781566851
19	2	0	12.825368720903	-0.409995242513617
19	2	1	12.826093532617	-0.337514071109979
19	2	2	12.8254760052682	-0.399266805995779
19	2	3	12.8258848389996	-0.358383432848619
19	2	4	12.8260166861814	-0.345198714669337
19	2	5	12.8259405747532	-0.352809857488623
19	2	6	12.8252236495607	-0.424502376739433
19	2	7	12.8255937643208	-0.387490900735976
19	2	8	12.8247258263279	-0.474284700024441
19	2	9	12.825485937756	-0.398273557211581
20	1	0	12.8297296056819	0.0260932353757681
20	1	1	12.8300003286473	0.0531655319225166
20	1	2	12.830164264839	0.0695591510861959
20	1	3	12.8302234033571	0.0754730028953432
20	1	4	12.8302034355014	0.0734762173255632
20	1	5	12.8302466401254	0.0777966797228302
20	1	6	12.8305182436685	0.104957034038833
20	1	7	12.8303796950466	0.091102171850288
20	1	8	12.8302822212527	0.0813547924547464
20	1	9	12.8304941868743	0.102551354622271
20	2	0	12.8307798224811	0.131114915300756
20	2	1	12.8310048327669	0.153615943873398
20	2	2	12.8310252893517	0.155661602357604
20	2	3	12.8309748478294	0.150617450130675
20	2	4	12.8310950734618	0.162640013368076
20	2	5	12.8311097358218	0.164106249367357
20	2	6	12.8311754805809	0.170680725281258
20	2	7	12.8311896674107	0.172099408258752
20	2	8	12.8313597394375	0.189106610941714
20	2	9	12.8316396813369	0.217100800874626
